Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_232058_20151121_20200908_02_T1,LC08_L1TP_232058_20151121_20200908_02_T1,LC82320582015325LGN01,2015/11/21,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/08,2020/09/08,2015-11-21 14:17:24.261141,2015-11-21 14:17:56.031137,LGN,DAY,  58.16,  58.16,181,5,    7.158,    5.225,    4.892,LPGS_15.3.1c,57.96247473,136.37175090,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.83"N,60°52'27.62"W,3°56'24.76"N,61°53'47.76"W,3°56'05.89"N,59°50'59.06"W,1°50'23.57"N,61°53'55.07"W,1°50'14.75"N,59°51'19.87"W,  2.89273, -60.87434,  3.94021, -61.89660,  3.93497, -59.84974,  1.83988, -61.89863,  1.83743, -59.85552,LC08_L2SP_232058_20151121_20200908_02_T1,LC82320582015325LGN01
LC08_L2SP_231058_20151130_20200908_02_T1,LC08_L1TP_231058_20151130_20200908_02_T1,LC82310582015334LGN01,2015/11/30,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/08,2020/09/08,2015-11-30 14:11:13.705012,2015-11-30 14:11:45.475009,LGN,DAY,  20.46,  20.46,298,5,    7.351,    5.071,    5.321,LPGS_15.3.1c,56.31055394,137.87060878,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.19"N,59°19'43.72"W,3°56'12.73"N,60°21'22.39"W,3°56'33.47"N,58°18'24.98"W,1°50'13.38"N,60°21'00.18"W,1°50'23.06"N,58°18'16.31"W,  2.89283, -59.32881,  3.93687, -60.35622,  3.94263, -58.30694,  1.83705, -60.35005,  1.83974, -58.30453,LC08_L2SP_231058_20151130_20200908_02_T1,LC82310582015334LGN01
LC08_L2SP_232058_20151207_20200908_02_T1,LC08_L1TP_232058_20151207_20200908_02_T1,LC82320582015341LGN01,2015/12/07,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/08,2020/09/08,2015-12-07 14:17:23.066384,2015-12-07 14:17:54.83638,LGN,DAY,   8.63,   8.63,637,5,    5.471,    4.299,    3.384,LPGS_15.3.1c,55.17905479,138.30780337,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.50"N,60°52'01.78"W,3°56'24.72"N,61°53'18.56"W,3°56'05.78"N,59°50'29.94"W,1°50'23.53"N,61°53'25.94"W,1°50'14.71"N,59°50'50.78"W,  2.89264, -60.86716,  3.94020, -61.88849,  3.93494, -59.84165,  1.83987, -61.89054,  1.83742, -59.84744,LC08_L2SP_232058_20151207_20200908_02_T1,LC82320582015341LGN01
LC08_L2SP_231058_20151216_20200908_02_T1,LC08_L1TP_231058_20151216_20200908_02_T1,LC82310582015350LGN01,2015/12/16,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/08,2020/09/08,2015-12-16 14:11:12.798673,2015-12-16 14:11:44.56867,LGN,DAY,  26.97,  26.97,310,5,    7.458,    5.270,    5.277,LPGS_15.3.1c,53.99928507,138.04585008,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.84"N,59°19'30.65"W,3°56'12.77"N,60°21'12.67"W,3°56'33.50"N,58°18'05.51"W,1°50'13.42"N,60°20'50.50"W,1°50'23.06"N,58°17'56.90"W,  2.89301, -59.32518,  3.93688, -60.35352,  3.94264, -58.30153,  1.83706, -60.34736,  1.83974, -58.29914,LC08_L2SP_231058_20151216_20200908_02_T1,LC82310582015350LGN01
LC08_L2SP_232058_20151223_20200908_02_T1,LC08_L1TP_232058_20151223_20200908_02_T1,LC82320582015357LGN01,2015/12/23,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/08,2020/09/08,2015-12-23 14:17:23.931953,2015-12-23 14:17:55.701949,LGN,DAY,  54.58,  54.58,187,5,    7.387,    5.160,    5.286,LPGS_15.3.1c,53.33950842,137.27777188,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.97"N,60°52'20.10"W,3°56'24.76"N,61°53'38.04"W,3°56'05.86"N,59°50'49.34"W,1°50'23.53"N,61°53'45.35"W,1°50'14.75"N,59°51'10.15"W,  2.89277, -60.87225,  3.94021, -61.89390,  3.93496, -59.84704,  1.83987, -61.89593,  1.83743, -59.85282,LC08_L2SP_232058_20151223_20200908_02_T1,LC82320582015357LGN01
LC08_L2SP_231058_20160101_20200907_02_T1,LC08_L1TP_231058_20160101_20200907_02_T1,LC82310582016001LGN02,2016/01/01,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/07,2020/09/07,2016-01-01 14:11:10.911691,2016-01-01 14:11:42.681688,LGN,DAY,  92.60,  92.60,48,5,    8.758,    5.838,    6.528,LPGS_15.3.1c,52.85742538,135.64460929,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'33.43"N,59°19'16.82"W,3°56'12.84"N,60°21'02.95"W,3°56'33.50"N,58°17'55.79"W,1°50'13.42"N,60°20'40.81"W,1°50'23.06"N,58°17'47.18"W,  2.89262, -59.32134,  3.93690, -60.35082,  3.94264, -58.29883,  1.83706, -60.34467,  1.83974, -58.29644,LC08_L2SP_231058_20160101_20200907_02_T1,LC82310582016001LGN02
LC08_L2SP_232058_20160108_20200907_02_T1,LC08_L1TP_232058_20160108_20200907_02_T1,LC82320582016008LGN02,2016/01/08,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/07,2020/09/07,2016-01-08 14:17:19.211424,2016-01-08 14:17:50.981421,LGN,DAY,  27.91,  27.91,427,5,    6.243,    4.641,    4.176,LPGS_15.3.1c,52.77661727,133.91369284,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'34.80"N,60°51'29.45"W,3°56'24.68"N,61°52'49.40"W,3°56'05.68"N,59°50'00.78"W,1°50'23.53"N,61°52'56.82"W,1°50'14.64"N,59°50'21.70"W,  2.89300, -60.85818,  3.94019, -61.88039,  3.93491, -59.83355,  1.83987, -61.88245,  1.83740, -59.83936,LC08_L2SP_232058_20160108_20200907_02_T1,LC82320582016008LGN02
LC08_L2SP_231058_20160117_20200907_02_T1,LC08_L1TP_231058_20160117_20200907_02_T1,LC82310582016017LGN02,2016/01/17,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/07,2020/09/07,2016-01-17 14:11:09.851944,2016-01-17 14:11:41.62194,LGN,DAY,  59.06,  59.06,358,5,    6.488,    4.731,    4.440,LPGS_15.3.1c,53.04921217,131.14772919,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'33.36"N,59°19'29.57"W,3°56'12.77"N,60°21'12.67"W,3°56'33.50"N,58°18'05.51"W,1°50'13.42"N,60°20'50.50"W,1°50'23.06"N,58°17'56.90"W,  2.89260, -59.32488,  3.93688, -60.35352,  3.94264, -58.30153,  1.83706, -60.34736,  1.83974, -58.29914,LC08_L2SP_231058_20160117_20200907_02_T1,LC82310582016017LGN02
LC08_L2SP_232058_20160124_20200907_02_T1,LC08_L1TP_232058_20160124_20200907_02_T1,LC82320582016024LGN02,2016/01/24,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/07,2020/09/07,2016-01-24 14:17:20.346665,2016-01-24 14:17:52.116662,LGN,DAY,   0.04,   0.04,845,5,    2.887,    2.111,    1.969,LPGS_15.3.1c,53.54205860,128.59883260,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'34.84"N,60°52'23.34"W,3°56'24.76"N,61°53'38.04"W,3°56'05.89"N,59°50'59.06"W,1°50'23.53"N,61°53'45.35"W,1°50'14.75"N,59°51'19.87"W,  2.89301, -60.87315,  3.94021, -61.89390,  3.93497, -59.84974,  1.83987, -61.89593,  1.83743, -59.85552,LC08_L2SP_232058_20160124_20200907_02_T1,LC82320582016024LGN02
LC08_L2SP_231058_20160202_20200907_02_T1,LC08_L1TP_231058_20160202_20200907_02_T1,LC82310582016033LGN01,2016/02/02,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/07,2020/09/07,2016-02-02 14:11:07.373971,2016-02-02 14:11:39.143968,LGN,DAY,  80.04,  80.04,155,5,    7.477,    5.738,    4.794,LPGS_15.3.1c,54.48897165,124.81583754,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.91"N,59°19'37.20"W,3°56'12.73"N,60°21'22.39"W,3°56'33.50"N,58°18'15.23"W,1°50'13.38"N,60°21'00.18"W,1°50'23.06"N,58°18'06.62"W,  2.89303, -59.32700,  3.93687, -60.35622,  3.94264, -58.30423,  1.83705, -60.35005,  1.83974, -58.30184,LC08_L2SP_231058_20160202_20200907_02_T1,LC82310582016033LGN01
LC08_L2SP_232058_20160209_20200907_02_T1,LC08_L1TP_232058_20160209_20200907_02_T1,LC82320582016040LGN01,2016/02/09,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/07,2020/09/07,2016-02-09 14:17:15.169854,2016-02-09 14:17:46.939851,LGN,DAY,  83.14,  83.14,88,5,    7.243,    5.121,    5.122,LPGS_15.3.1c,55.42549671,121.46413395,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'34.37"N,60°51'59.08"W,3°56'24.72"N,61°53'18.56"W,3°56'05.78"N,59°50'29.94"W,1°50'23.53"N,61°53'25.94"W,1°50'14.71"N,59°50'50.78"W,  2.89288, -60.86641,  3.94020, -61.88849,  3.93494, -59.84165,  1.83987, -61.89054,  1.83742, -59.84744,LC08_L2SP_232058_20160209_20200907_02_T1,LC82320582016040LGN01
LC08_L2SP_231058_20160218_20200907_02_T1,LC08_L1TP_231058_20160218_20200907_02_T1,LC82310582016049LGN01,2016/02/18,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/07,2020/09/07,2016-02-18 14:10:58.016826,2016-02-18 14:11:29.786823,LGN,DAY,  94.04,  94.04,47,5,    7.852,    5.761,    5.334,LPGS_15.3.1c,56.81047523,116.62121472,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.12"N,59°18'17.78"W,3°56'13.06"N,60°20'04.67"W,3°56'33.61"N,58°16'57.43"W,1°50'13.52"N,60°19'42.64"W,1°50'23.14"N,58°16'48.94"W,  2.89281, -59.30494,  3.93696, -60.33463,  3.94267, -58.28262,  1.83709, -60.32851,  1.83976, -58.28026,LC08_L2SP_231058_20160218_20200907_02_T1,LC82310582016049LGN01
LC08_L2SP_232058_20160225_20200907_02_T1,LC08_L1TP_232058_20160225_20200907_02_T1,LC82320582016056LGN01,2016/02/25,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/07,2020/09/07,2016-02-25 14:17:09.279269,2016-02-25 14:17:41.049265,LGN,DAY,  47.01,  47.01,400,5,    6.673,    4.892,    4.539,LPGS_15.3.1c,57.96456450,112.40980386,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.22"N,60°51'41.51"W,3°56'24.72"N,61°52'59.12"W,3°56'05.71"N,59°50'10.50"W,1°50'23.53"N,61°53'06.50"W,1°50'14.68"N,59°50'31.38"W,  2.89256, -60.86153,  3.94020, -61.88309,  3.93492, -59.83625,  1.83987, -61.88514,  1.83741, -59.84205,LC08_L2SP_232058_20160225_20200907_02_T1,LC82320582016056LGN01
LC08_L2SP_231058_20160305_20200907_02_T1,LC08_L1TP_231058_20160305_20200907_02_T1,LC82310582016065LGN01,2016/03/05,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/07,2020/09/07,2016-03-05 14:10:57.77857,2016-03-05 14:11:29.548567,LGN,DAY,  69.97,  69.97,158,5,    7.141,    5.150,    4.946,LPGS_15.3.1c,59.43461316,106.40836694,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'33.11"N,59°19'35.54"W,3°56'12.73"N,60°21'22.39"W,3°56'33.50"N,58°18'15.23"W,1°50'13.38"N,60°21'00.18"W,1°50'23.06"N,58°18'06.62"W,  2.89253, -59.32654,  3.93687, -60.35622,  3.94264, -58.30423,  1.83705, -60.35005,  1.83974, -58.30184,LC08_L2SP_231058_20160305_20200907_02_T1,LC82310582016065LGN01
LC08_L2SP_232058_20160312_20200907_02_T1,LC08_L1TP_232058_20160312_20200907_02_T1,LC82320582016072LGN01,2016/03/12,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/07,2020/09/07,2016-03-12 14:17:06.517265,2016-03-12 14:17:38.287262,LGN,DAY,  49.57,  49.57,343,5,    6.293,    4.409,    4.489,LPGS_15.3.1c,60.48711200,101.28223093,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'34.69"N,60°52'27.84"W,3°56'24.76"N,61°53'47.76"W,3°56'05.89"N,59°50'59.06"W,1°50'23.57"N,61°53'55.07"W,1°50'14.75"N,59°51'19.87"W,  2.89297, -60.87440,  3.94021, -61.89660,  3.93497, -59.84974,  1.83988, -61.89863,  1.83743, -59.85552,LC08_L2SP_232058_20160312_20200907_02_T1,LC82320582016072LGN01
LC08_L2SP_231058_20160321_20200907_02_T1,LC08_L1TP_231058_20160321_20200907_02_T1,LC82310582016081LGN02,2016/03/21,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/07,2020/09/07,2016-03-21 14:10:51.053602,2016-03-21 14:11:22.823599,LGN,DAY,  77.60,  77.60,96,5,    8.057,    5.937,    5.448,LPGS_15.3.1c,61.61748765,94.19623209,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'33.76"N,59°19'31.55"W,3°56'12.77"N,60°21'12.67"W,3°56'33.50"N,58°18'05.51"W,1°50'13.42"N,60°20'50.50"W,1°50'23.06"N,58°17'56.90"W,  2.89271, -59.32543,  3.93688, -60.35352,  3.94264, -58.30153,  1.83706, -60.34736,  1.83974, -58.29914,LC08_L2SP_231058_20160321_20200907_02_T1,LC82310582016081LGN02
LC08_L2SP_232058_20160328_20200907_02_T2,LC08_L1GT_232058_20160328_20200907_02_T2,LC82320582016088LGN01,2016/03/28,T2,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/07,2020/09/07,2016-03-28 14:16:57.010643,2016-03-28 14:17:28.78064,LGN,DAY, 100.00, 100.00,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,62.25374277,88.40376616,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'34.48"N,60°51'49.64"W,3°56'24.72"N,61°53'08.84"W,3°56'05.75"N,59°50'20.22"W,1°50'23.53"N,61°53'16.22"W,1°50'14.68"N,59°50'41.06"W,  2.89291, -60.86379,  3.94020, -61.88579,  3.93493, -59.83895,  1.83987, -61.88784,  1.83741, -59.84474,LC08_L2SP_232058_20160328_20200907_02_T2,LC82320582016088LGN01
LC08_L2SP_231058_20160406_20200907_02_T1,LC08_L1TP_231058_20160406_20200907_02_T1,LC82310582016097LGN01,2016/04/06,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/07,2020/09/07,2016-04-06 14:10:42.728446,2016-04-06 14:11:14.498443,LGN,DAY,  96.74,  96.74,50,5,    8.958,    6.839,    5.786,LPGS_15.3.1c,62.68525888,80.86171652,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.44"N,59°19'20.03"W,3°56'12.84"N,60°21'02.95"W,3°56'33.50"N,58°17'55.79"W,1°50'13.42"N,60°20'40.81"W,1°50'23.06"N,58°17'47.18"W,  2.89290, -59.32223,  3.93690, -60.35082,  3.94264, -58.29883,  1.83706, -60.34467,  1.83974, -58.29644,LC08_L2SP_231058_20160406_20200907_02_T1,LC82310582016097LGN01
LC08_L2SP_232058_20160413_20200907_02_T2,LC08_L1GT_232058_20160413_20200907_02_T2,LC82320582016104LGN01,2016/04/13,T2,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/07,2020/09/07,2016-04-13 14:16:51.341352,2016-04-13 14:17:23.111348,LGN,DAY,  37.92,  37.92,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,62.70365699,75.14390961,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'34.80"N,60°52'22.40"W,3°56'24.76"N,61°53'38.04"W,3°56'05.89"N,59°50'59.06"W,1°50'23.53"N,61°53'45.35"W,1°50'14.75"N,59°51'19.87"W,  2.89300, -60.87289,  3.94021, -61.89390,  3.93497, -59.84974,  1.83987, -61.89593,  1.83743, -59.85552,LC08_L2SP_232058_20160413_20200907_02_T2,LC82320582016104LGN01
LC08_L2SP_231058_20160422_20200907_02_T1,LC08_L1TP_231058_20160422_20200907_02_T1,LC82310582016113LGN01,2016/04/22,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/07,2020/09/07,2016-04-22 14:10:36.216399,2016-04-22 14:11:07.986396,LGN,DAY,  77.30,  77.30,90,5,    7.915,    5.594,    5.599,LPGS_15.3.1c,62.34625564,68.33053958,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.51"N,59°19'49.04"W,3°56'12.70"N,60°21'32.08"W,3°56'33.47"N,58°18'24.98"W,1°50'13.38"N,60°21'09.86"W,1°50'23.06"N,58°18'16.31"W,  2.89292, -59.33029,  3.93686, -60.35891,  3.94263, -58.30694,  1.83705, -60.35274,  1.83974, -58.30453,LC08_L2SP_231058_20160422_20200907_02_T1,LC82310582016113LGN01
LC08_L2SP_232058_20160429_20200907_02_T1,LC08_L1TP_232058_20160429_20200907_02_T1,LC82320582016120LGN01,2016/04/29,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/07,2020/09/07,2016-04-29 14:16:50.530623,2016-04-29 14:17:22.30062,LGN,DAY,  68.86,  68.86,31,5,    7.191,    4.981,    5.187,LPGS_15.3.1c,61.81405834,63.63442344,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.61"N,60°54'23.44"W,3°56'24.94"N,61°55'44.47"W,3°56'06.32"N,59°52'55.63"W,1°50'23.64"N,61°55'51.56"W,1°50'14.96"N,59°53'16.22"W,  2.89267, -60.90651,  3.94026, -61.92902,  3.93509, -59.88212,  1.83990, -61.93099,  1.83749, -59.88784,LC08_L2SP_232058_20160429_20200907_02_T1,LC82320582016120LGN01
LC08_L2SP_231058_20160508_20200907_02_T2,LC08_L1GT_231058_20160508_20200907_02_T2,LC82310582016129LGN01,2016/05/08,T2,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/07,2020/09/07,2016-05-08 14:10:39.214856,2016-05-08 14:11:10.984853,LGN,DAY,  53.77,  53.77,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,60.91785833,58.54291839,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.80"N,59°21'11.05"W,3°56'12.34"N,60°22'59.48"W,3°56'33.32"N,58°19'52.50"W,1°50'13.20"N,60°22'37.13"W,1°50'22.99"N,58°19'43.68"W,  2.89300, -59.35307,  3.93676, -60.38319,  3.94259, -58.33125,  1.83700, -60.37698,  1.83972, -58.32880,LC08_L2SP_231058_20160508_20200907_02_T2,LC82310582016129LGN01
LC08_L2SP_232058_20160515_20200907_02_T1,LC08_L1TP_232058_20160515_20200907_02_T1,LC82320582016136LGN01,2016/05/15,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/07,2020/09/07,2016-05-15 14:16:48.734483,2016-05-15 14:17:20.50448,LGN,DAY,  53.78,  53.78,262,5,    7.975,    5.535,    5.742,LPGS_15.3.1c,60.12362681,55.37101969,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'34.66"N,60°52'41.63"W,3°56'24.79"N,61°53'57.48"W,3°56'05.93"N,59°51'08.78"W,1°50'23.57"N,61°54'04.75"W,1°50'14.75"N,59°51'29.56"W,  2.89296, -60.87823,  3.94022, -61.89930,  3.93498, -59.85244,  1.83988, -61.90132,  1.83743, -59.85821,LC08_L2SP_232058_20160515_20200907_02_T1,LC82320582016136LGN01
LC08_L2SP_231058_20160524_20200906_02_T1,LC08_L1TP_231058_20160524_20200906_02_T1,LC82310582016145LGN01,2016/05/24,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/06,2020/09/06,2016-05-24 14:10:42.044553,2016-05-24 14:11:13.81455,LGN,DAY,  91.45,  91.45,78,5,    8.856,    5.977,    6.536,LPGS_15.3.1c,59.07912934,52.32805791,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.51"N,59°19'58.73"W,3°56'12.66"N,60°21'41.80"W,3°56'33.47"N,58°18'34.70"W,1°50'13.34"N,60°21'19.58"W,1°50'23.06"N,58°18'26.03"W,  2.89292, -59.33298,  3.93685, -60.36161,  3.94263, -58.30964,  1.83704, -60.35544,  1.83974, -58.30723,LC08_L2SP_231058_20160524_20200906_02_T1,LC82310582016145LGN01
LC08_L2SP_232058_20160531_20200906_02_T2,LC08_L1GT_232058_20160531_20200906_02_T2,LC82320582016152LGN01,2016/05/31,T2,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/06,2020/09/06,2016-05-31 14:16:55.106223,2016-05-31 14:17:26.87622,LGN,DAY,  89.60,  89.60,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,58.31495645,50.72786901,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'34.08"N,60°52'26.33"W,3°56'24.76"N,61°53'47.76"W,3°56'05.89"N,59°50'59.06"W,1°50'23.57"N,61°53'55.07"W,1°50'14.75"N,59°51'19.87"W,  2.89280, -60.87398,  3.94021, -61.89660,  3.93497, -59.84974,  1.83988, -61.89863,  1.83743, -59.85552,LC08_L2SP_232058_20160531_20200906_02_T2,LC82320582016152LGN01
LC08_L2SP_231058_20160609_20200906_02_T1,LC08_L1TP_231058_20160609_20200906_02_T1,LC82310582016161LGN01,2016/06/09,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/06,2020/09/06,2016-06-09 14:10:46.028001,2016-06-09 14:11:17.797998,LGN,DAY,  53.60,  53.60,279,5,    7.941,    5.335,    5.882,LPGS_15.3.1c,57.48106956,49.58800201,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.76"N,59°19'09.12"W,3°56'12.88"N,60°20'53.23"W,3°56'33.54"N,58°17'46.07"W,1°50'13.45"N,60°20'31.09"W,1°50'23.10"N,58°17'37.46"W,  2.89299, -59.31920,  3.93691, -60.34812,  3.94265, -58.29613,  1.83707, -60.34197,  1.83975, -58.29374,LC08_L2SP_231058_20160609_20200906_02_T1,LC82310582016161LGN01
LC08_L2SP_232058_20160616_20200906_02_T1,LC08_L1TP_232058_20160616_20200906_02_T1,LC82320582016168LGN01,2016/06/16,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/06,2020/09/06,2016-06-16 14:16:57.306788,2016-06-16 14:17:29.076784,LGN,DAY,  64.50,  64.50,130,5,    8.929,    6.350,    6.277,LPGS_15.3.1c,57.00007862,49.34962839,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.65"N,60°51'13.93"W,3°56'24.68"N,61°52'29.96"W,3°56'05.60"N,59°49'41.34"W,1°50'23.50"N,61°52'37.38"W,1°50'14.60"N,59°50'02.29"W,  2.89268, -60.85387,  3.94019, -61.87499,  3.93489, -59.82815,  1.83986, -61.87705,  1.83739, -59.83397,LC08_L2SP_232058_20160616_20200906_02_T1,LC82320582016168LGN01
LC08_L2SP_231058_20160625_20200906_02_T1,LC08_L1TP_231058_20160625_20200906_02_T1,LC82310582016177LGN01,2016/06/25,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/06,2020/09/06,2016-06-25 14:10:52.355726,2016-06-25 14:11:24.125723,LGN,DAY,  49.88,  49.88,171,5,    8.022,    5.837,    5.504,LPGS_15.3.1c,56.65064204,49.80292418,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.44"N,59°19'02.46"W,3°56'12.91"N,60°20'43.51"W,3°56'33.54"N,58°17'36.35"W,1°50'13.45"N,60°20'21.41"W,1°50'23.10"N,58°17'27.78"W,  2.89290, -59.31735,  3.93692, -60.34542,  3.94265, -58.29343,  1.83707, -60.33928,  1.83975, -58.29105,LC08_L2SP_231058_20160625_20200906_02_T1,LC82310582016177LGN01
LC08_L2SP_232058_20160702_20200906_02_T2,LC08_L1GT_232058_20160702_20200906_02_T2,LC82320582016184LGN01,2016/07/02,T2,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/06,2020/09/06,2016-07-02 14:17:07.074885,2016-07-02 14:17:38.844882,LGN,DAY,  28.60,  28.60,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,56.60547314,50.70694863,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.18"N,60°52'01.92"W,3°56'24.72"N,61°53'18.56"W,3°56'05.78"N,59°50'29.94"W,1°50'23.53"N,61°53'25.94"W,1°50'14.71"N,59°50'50.78"W,  2.89255, -60.86720,  3.94020, -61.88849,  3.93494, -59.84165,  1.83987, -61.89054,  1.83742, -59.84744,LC08_L2SP_232058_20160702_20200906_02_T2,LC82320582016184LGN01
LC08_L2SP_231058_20160711_20200906_02_T1,LC08_L1TP_231058_20160711_20200906_02_T1,LC82310582016193LGN01,2016/07/11,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/06,2020/09/06,2016-07-11 14:11:00.467821,2016-07-11 14:11:32.237818,LGN,DAY,  34.11,  34.11,382,5,    6.762,    4.643,    4.916,LPGS_15.3.1c,56.85655778,52.52784565,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'33.25"N,59°19'28.92"W,3°56'12.77"N,60°21'12.67"W,3°56'33.50"N,58°18'05.51"W,1°50'13.42"N,60°20'50.50"W,1°50'23.06"N,58°17'56.90"W,  2.89257, -59.32470,  3.93688, -60.35352,  3.94264, -58.30153,  1.83706, -60.34736,  1.83974, -58.29914,LC08_L2SP_231058_20160711_20200906_02_T1,LC82310582016193LGN01
